,STNID,ZIP,POSTOFFICE
6001,USC00362671,18461,Starlight
6002,USC00362721,15537,Everett
6003,USC00362942,16226,Ford
6004,USC00363018,18624,Lake
6005,USC00363028,16323,Franklin
6006,USC00363130,16922,Galeton
6007,USC00363293,15538,Fairhope
6008,USC00363295,15538,Fairhope
6009,USC00363311,15870,Wilcox
6010,USC00363321,19343,Glenmoore
6011,USC00363343,15143,Sewickley
6012,USC00363417,16833,Curwensville
6013,USC00363437,19426,Collegeville
6014,USC00363451,15338,Greensboro
6015,USC00363488,18054,Green
6016,USC00363503,15338,Greensboro
6017,USC00363526,16125,Greenville
6018,USC00363632,19526,Hamburg
6019,USC00363662,17331,Hanover
6020,USC00363665,17331,Hanover
6021,USC00363698,17110,Harrisburg
6022,USC00363758,18428,Hawley
6023,USC00364008,18444,Moscow
6024,USC00364019,17302,Airville
6025,USC00364047,19344,Honey
6026,USC00364076,19520,Elverson
6027,USC00364159,16652,Huntingdon
6028,USC00364190,15545,Hyndman
6029,USC00364214,15701,Indiana
6030,USC00364325,16134,Jamestown
6031,USC00364385,15901,Johnstown
6032,USC00364432,16735,Kane
6033,USC00364611,16201,Kittanning
6034,USC00364763,17601,Lancaster
6035,USC00364778,17545,Manheim
6036,USC00364815,17758,Muncy
6037,USC00364836,15655,Laughlintown
6038,USC00364839,15531,Boswell
6039,USC00364853,17835,Laurelton
6040,USC00364896,17042,Lebanon
6041,USC00364934,18235,Lehighton
6042,USC00364972,16926,Granville
6043,USC00364976,17837,Lewisburg
6044,USC00364983,16738,Lewis
6045,USC00364992,17044,Lewistown
6046,USC00365050,16424,Linesville
6047,USC00365109,17751,Mill
6048,USC00365160,18347,Pocono
6049,USC00365212,15670,New
6050,USC00365344,17948,Mahanoy
6051,USC00365381,17052,Mapleton
6052,USC00365390,19014,Aston
6053,USC00365408,15759,Marion
6054,USC00365470,18336,Matamoras
6055,USC00365573,15132,McKeesport
6056,USC00365606,16335,Meadville
6057,USC00365651,16137,Mercer
6058,USC00365686,15552,Meyersdale
6059,USC00365790,16820,Aaronsburg
6060,USC00365817,17815,Bloomsburg
6061,USC00365902,15061,Monaca
6062,USC00365915,18801,Montrose
6063,USC00365956,19543,Morgantown
6064,USC00366022,15540,Fort
6065,USC00366042,15601,Greensburg
6066,USC00366151,15065,Natrona
6067,USC00366194,19020,Bensalem
6068,USC00366233,16101,New
6069,USC00366238,17557,New
6070,USC00366289,17321,Fawn
6071,USC00366297,17074,Newport
6072,USC00366310,15639,Hunker
6073,USC00366370,19401,Norristown
6074,USC00366508,17536,Kirkwood
6075,USC00366649,16915,Coudersport
6076,USC00366681,18073,Pennsburg
6077,USC00366689,18071,Palmerton
6078,USC00366762,18451,Paupack
6079,USC00366886,19102,Philadelphia
6080,USC00366921,16866,Philipsburg
6081,USC00366927,19460,Phoenixville
6082,USC00366955,17324,Gardners
6083,USC00367029,18453,Pleasant
6084,USC00367040,18424,Gouldsboro
6085,USC00367073,15327,Dilliner
6086,USC00367103,16743,Port
6087,USC00367167,16668,Patton
6088,USC00367229,16222,Dayton
6089,USC00367312,16647,Hesston
6090,USC00367322,19605,Reading
6091,USC00367338,15658,Ligonier
6092,USC00367409,17764,Renovo
6093,USC00367477,15853,Ridgway
6094,USC00367578,19530,Kutztown
6095,USC00367727,18828,Lawton
6096,USC00367728,16345,Russell
6097,USC00367730,16901,Wellsboro
6098,USC00367732,17302,Airville
6099,USC00367735,16249,Rural
6100,USC00367782,15613,Apollo
6101,USC00367846,16678,Saxton
6102,USC00367863,15656,Leechburg
6103,USC00367931,17864,Port
6104,USC00367938,18960,Sellersville
6105,USC00368011,15559,Schellsburg
6106,USC00368057,18655,Shickshinny
6107,USC00368073,17257,Shippensburg
6108,USC00368145,15832,Driftwood
6109,USC00368184,16057,Slippery
6110,USC00368244,15501,Somerset
6111,USC00368308,17222,Fayetteville
6112,USC00368361,16435,Springboro
6113,USC00368379,17362,Spring
6114,USC00368388,18936,Montgomeryville
6115,USC00368400,18055,Hellertown
6116,USC00368449,16801,State
6117,USC00368469,15861,Sinnamahoning
6118,USC00368560,15563,Stoystown
6119,USC00368589,15748,Homer
6120,USC00368596,18301,East
6121,USC00368668,17801,Sunbury
6122,USC00368692,18847,Susquehanna
6123,USC00368758,18252,Tamaqua
6124,USC00368763,18252,Tamaqua
6125,USC00368776,18301,East
6126,USC00368868,16946,Tioga
6127,USC00368873,16353,Tionesta
6128,USC00368888,16354,Titusville
6129,USC00368905,18848,Towanda
6130,USC00368959,16947,Troy
6131,USC00369022,16686,Tyrone
6132,USC00369042,16438,Union
6133,USC00369050,15401,Uniontown
6134,USC00369103,19087,Wayne
6135,USC00369140,15613,Apollo
6136,USC00369298,16365,Warren
6137,USC00369318,15301,Washington
6138,USC00369367,15370,Waynesburg
6139,USC00369408,16901,Wellsboro
6140,USC00369464,19380,West
6141,USC00369510,16321,East
6142,USC00369702,18701,Wilkes
6143,USC00369714,16693,Williamsburg
6144,USC00369735,17701,Williamsport
6145,USC00369823,15522,Bedford
6146,USC00369933,17403,York
6147,USC00369950,17347,Mount
6148,USC00369995,18092,Zionsville
6149,USC00374266,02881,Kingston
6150,USC00375215,02835,Jamestown
6151,USC00375270,02814,Chepachet
6152,USC00377581,02871,Portsmouth
6153,USC00379423,02838,Manville
6154,USC00380074,29803,Aiken
6155,USC00380126,29810,Allendale
6156,USC00380165,29625,Anderson
6157,USC00380184,29510,Andrews
6158,USC00380204,29620,Abbeville
6159,USC00380448,29003,Bamberg
6160,USC00380490,29812,Barnwell
6161,USC00380506,29006,Batesburg
6162,USC00380559,29902,Beaufort
6163,USC00380613,29627,Belton
6164,USC00380635,29512,Bennettsville
6165,USC00380736,29010,Bishopville
6166,USC00380764,29817,Blackville
6167,USC00380972,29432,Branchville
6168,USC00381093,29576,Murrells
6169,USC00381241,29518,Cades
6170,USC00381256,29635,Cleveland
6171,USC00381277,29628,Calhoun
6172,USC00381310,29020,Camden
6173,USC00381462,29730,Rock
6174,USC00381479,29016,Blythewood
6175,USC00381530,29037,Chappells
6176,USC00381588,29520,Cheraw
6177,USC00381625,29323,Chesnee
6178,USC00381633,29706,Chester
6179,USC00381645,29709,Chesterfield
6180,USC00381726,29838,Modoc
6181,USC00381770,29631,Clemson
6182,USC00381804,29661,Marietta
6183,USC00381944,29201,Columbia
6184,USC00381997,29526,Conway
6185,USC00382260,29532,Darlington
6186,USC00382386,29536,Dillon
6187,USC00382712,29824,Edgefield
6188,USC00382730,29438,Edisto
6189,USC00382735,29438,Edisto
6190,USC00382757,29530,Coward
6191,USC00383111,29532,Darlington
6192,USC00383216,29708,Fort
6193,USC00383356,29702,Blacksburg
6194,USC00383433,29702,Blacksburg
6195,USC00383468,29440,Georgetown
6196,USC00383470,29440,Georgetown
6197,USC00383525,29472,Ridgeville
6198,USC00383700,29055,Great
6199,USC00383730,29056,Greeleyville
6200,USC00383754,29646,Greenwood
6201,USC00383906,29924,Hampton
6202,USC00383990,29550,Hartsville
6203,USC00384111,29554,Hemingway
6204,USC00384169,29926,Hilton
6205,USC00384581,29664,Mountain
6206,USC00384607,29832,Johnston
6207,USC00384690,29067,Kershaw
6208,USC00384753,29556,Kingstree
6209,USC00384886,29560,Lake
6210,USC00385017,29360,Laurens
6211,USC00385200,29075,Little
6212,USC00385232,29379,Union
6213,USC00385278,29658,Long
6214,USC00385290,29130,Ridgeway
6215,USC00385306,29569,Loris
6216,USC00385493,29102,Manning
6217,USC00385509,29571,Marion
6218,USC00385628,29458,Mc
6219,USC00385633,28352,Laurinburg
6220,USC00385658,29835,Mc
6221,USC00385660,29835,Mc
6222,USC00385946,29461,Moncks
6223,USC00386114,29574,Mullins
6224,USC00386153,29572,Myrtle
6225,USC00386209,29108,Newberry
6226,USC00386293,29702,Blacksburg
6227,USC00386527,29115,Orangeburg
6228,USC00386616,29728,Pageland
6229,USC00386688,29065,Jenkinsville
6230,USC00386775,29123,Pelion
6231,USC00386831,29671,Pickens
6232,USC00386893,29431,Bonneau
6233,USC00387281,29936,Ridgeland
6234,USC00387288,29472,Ridgeville
6235,USC00387589,29676,Salem
6236,USC00387631,29138,Saluda
6237,USC00387666,29045,Elgin
6238,USC00387683,29135,Saint
6239,USC00387687,29670,Pendleton
6240,USC00387722,29379,Union
6241,USC00387885,29323,Chesnee
6242,USC00388188,29302,Spartanburg
6243,USC00388405,29464,Mount
6244,USC00388426,29483,Summerville
6245,USC00388440,29150,Sumter
6246,USC00388472,29671,Pickens
6247,USC00388706,29690,Travelers
6248,USC00388786,29379,Union
6249,USC00388887,29691,Walhalla
6250,USC00388922,29488,Walterboro
6251,USC00388951,29692,Ware
6252,USC00388979,29020,Camden
6253,USC00389039,29168,Wedgefield
6254,USC00389122,29669,Pelzer
6255,USC00389327,29180,Winnsboro
6256,USC00389350,29730,Rock
6257,USC00389469,29945,Yemassee
6258,USC00389625,29745,York
6259,USC00390043,57369,Platte
6260,USC00390120,57422,Andover
6261,USC00390128,57311,Alexandria
6262,USC00390223,57651,Reva
6263,USC00390236,57735,Edgemont
6264,USC00390281,57212,Arlington
6265,USC00390296,57313,Armour
6266,USC00390306,57437,Eureka
6267,USC00390350,57424,Ashton
6268,USC00390422,57276,White
6269,USC00390553,57427,Bath
6270,USC00390554,57783,Spearfish
6271,USC00390559,57717,Belle
6272,USC00390565,57717,Belle
6273,USC00390662,57216,Big
6274,USC00390701,57644,Meadow
6275,USC00390760,57522,Blunt
6276,USC00390778,57317,Bonesteel
6277,USC00391032,57319,Bridgewater
6278,USC00391043,57219,Bristol
6279,USC00391049,57430,Britton
6280,USC00391052,57430,Britton
6281,USC00391076,57006,Brookings
6282,USC00391102,57221,Bryant
6283,USC00391124,57722,Buffalo
6284,USC00391294,57724,Camp
6285,USC00391392,57013,Canton
6286,USC00391474,57323,Carthage
6287,USC00391519,57223,Castlewood
6288,USC00391539,57579,White
6289,USC00391579,57004,Beresford
6290,USC00391621,57325,Chamberlain
6291,USC00391634,57016,Chester
6292,USC00391636,57016,Chester
6293,USC00391739,57225,Clark
6294,USC00391777,57226,Clear
6295,USC00391851,57018,Colton
6296,USC00391873,57433,Columbia
6297,USC00391884,57433,Columbia
6298,USC00391917,57434,Conde
6299,USC00391972,57543,Kadoka
6300,USC00392087,57730,Custer
6301,USC00392207,57732,Deadwood
6302,USC00392209,57793,Whitewood
6303,USC00392231,57745,Hill
6304,USC00392302,57231,De
6305,USC00392371,57436,Doland
6306,USC00392429,57623,Dupree
6307,USC00392446,57623,Dupree
6308,USC00392468,57623,Dupree
6309,USC00392557,57735,Edgemont
6310,USC00392565,57730,Custer
6311,USC00392636,57456,Leola
6312,USC00392647,57791,Wasta
6313,USC00392797,57437,Eureka
6314,USC00392822,57335,Fairfax
6315,USC00392852,57626,Faith
6316,USC00392927,57438,Faulkton
6317,USC00392984,57028,Flandreau
6318,USC00393029,57314,Artesian
6319,USC00393069,57741,Fort
6320,USC00393076,57532,Fort
6321,USC00393217,57341,Gann
6322,USC00393294,57442,Gettysburg
6323,USC00393302,57442,Gettysburg
6324,USC00393316,57644,Meadow
6325,USC00393452,57533,Gregory
6326,USC00393456,57445,Groton
6327,USC00393560,57720,Buffalo
6328,USC00393574,57574,Tuthill
6329,USC00393608,57501,Pierre
6330,USC00393681,57241,Hayti
6331,USC00393764,57785,Sturgis
6332,USC00393775,57744,Hermosa
6333,USC00393832,57345,Highmore
6334,USC00393838,57345,Highmore
6335,USC00393857,57553,Milesville
6336,USC00393868,57745,Hill
6337,USC00393945,57760,Newell
6338,USC00394007,57747,Hot
6339,USC00394037,57349,Howard
6340,USC00394184,57750,Interior
6341,USC00394206,57451,Ipswich
6342,USC00394254,57353,Iroquois
6343,USC00394268,57633,Isabel
6344,USC00394271,57642,Mc
6345,USC00394343,57702,Rapid
6346,USC00394490,57634,Keldron
6347,USC00394516,57544,Kennebec
6348,USC00394596,57552,Midland
6349,USC00394671,57724,Camp
6350,USC00394766,57339,Fort
6351,USC00394834,57754,Lead
6352,USC00394864,58639,Hettinger
6353,USC00394891,57456,Leola
6354,USC00394893,57456,Leola
6355,USC00394956,57640,Lodgepole
6356,USC00394960,57640,Lodgepole
6357,USC00394983,57547,Long
6358,USC00395048,57755,Ludlow
6359,USC00395058,57033,Hartford
6360,USC00395090,57042,Madison
6361,USC00395154,57756,Manderson
6362,USC00395228,57043,Marion
6363,USC00395281,57551,Martin
6364,USC00395285,57551,Martin
6365,USC00395325,57758,Mud
6366,USC00395360,57058,Salem
6367,USC00395381,57641,Mc
6368,USC00395406,57642,Mc
6369,USC00395456,57465,Northville
6370,USC00395481,57045,Menno
6371,USC00395506,57552,Midland
6372,USC00395536,57252,Milbank
6373,USC00395544,57552,Midland
6374,USC00395561,57362,Miller
6375,USC00395567,57362,Miller
6376,USC00395620,57555,Mission
6377,USC00395638,57555,Mission
6378,USC00395648,57532,Fort
6379,USC00395669,57301,Mitchell
6380,USC00395671,57301,Mitchell
6381,USC00395691,57601,Mobridge
6382,USC00395733,57048,Montrose
6383,USC00395738,57048,Montrose
6384,USC00395870,57751,Keystone
6385,USC00395891,57559,Murdo
6386,USC00396054,57760,Newell
6387,USC00396170,57532,Fort
6388,USC00396212,57763,Oelrichs
6389,USC00396227,57770,Pine
6390,USC00396282,57466,Onaka
6391,USC00396292,57564,Onida
6392,USC00396304,57766,Oral
6393,USC00396335,57438,Faulkton
6394,USC00396427,57702,Rapid
6395,USC00396574,57356,Lake
6396,USC00396636,57748,Howes
6397,USC00396669,57369,Platte
6398,USC00396712,57648,Pollock
6399,USC00396736,57752,Kyle
6400,USC00396790,57568,Presho
6401,USC00396907,57650,Ralph
6402,USC00396947,57702,Rapid
6403,USC00396948,57701,Rapid
6404,USC00396969,57201,Watertown
6405,USC00397007,57258,Raymond
6406,USC00397052,57469,Redfield
6407,USC00397062,57720,Buffalo
6408,USC00397073,57787,Union
6409,USC00397103,57371,Ree
6410,USC00397227,57745,Hill
6411,USC00397277,57471,Roscoe
6412,USC00397326,57247,Lake
6413,USC00397418,57717,Belle
6414,USC00397545,57472,Selby
6415,USC00397551,57473,Seneca
6416,USC00397569,57644,Meadow
6417,USC00397742,57262,Sisseton
6418,USC00397882,57783,Spearfish
6419,USC00397992,57345,Highmore
6420,USC00398074,57461,Mellette
6421,USC00398116,57266,Summit
6422,USC00398307,57656,Timber
6423,USC00398420,57477,Turton
6424,USC00398472,57066,Tyndall
6425,USC00398528,57644,Meadow
6426,USC00398622,57069,Vermillion
6427,USC00398652,57260,Rosholt
6428,USC00398767,57380,Wagner
6429,USC00398911,57767,Owanka
6430,USC00398930,57201,Watertown
6431,USC00398980,57273,Waubay
6432,USC00399004,57274,Webster
6433,USC00399042,57075,Wentworth
6434,USC00399064,57381,Wessington
6435,USC00399070,57382,Wessington
6436,USC00399077,57382,Wessington
6437,USC00399138,57481,Westport
6438,USC00399232,57383,White
6439,USC00399337,57279,Wilmot
6440,USC00399347,57722,Buffalo
6441,USC00399355,57076,Winfred
6442,USC00399367,57580,Winner
6443,USC00399442,57585,Wood
6444,USC00399537,57760,Newell
6445,USC00400049,38001,Alamo
6446,USC00400081,38556,Jamestown
6447,USC00400137,38039,Grand
6448,USC00400284,37303,Athens
6449,USC00400669,37022,Bethpage
6450,USC00400705,38256,Springville
6451,USC00400876,38008,Bolivar
6452,USC00401039,37027,Brentwood
6453,USC00401145,38012,Brownsville
6454,USC00401310,38549,Byrdstown
6455,USC00401352,38320,Camden
6456,USC00401480,37030,Carthage
6457,USC00401561,38551,Celina
6458,USC00401585,37033,Centerville
6459,USC00401587,37033,Centerville
6460,USC00401640,37187,White
6461,USC00401663,37036,Charlotte
6462,USC00401720,37037,Christiana
6463,USC00401790,37040,Clarksville
6464,USC00401795,37040,Clarksville
6465,USC00401808,37310,Charleston
6466,USC00401887,37313,Coalmont
6467,USC00401950,38017,Collierville
6468,USC00401957,38401,Columbia
6469,USC00402009,38506,Cookeville
6470,USC00402024,37317,Copperhill
6471,USC00402108,38019,Covington
6472,USC00402202,38571,Crossville
6473,USC00402360,37321,Dayton
6474,USC00402388,37880,Ten
6475,USC00402489,37055,Dickson
6476,USC00402589,37058,Dover
6477,USC00402600,38225,Dresden
6478,USC00402711,37060,Eagleville
6479,USC00402806,37643,Elizabethton
6480,USC00402934,37650,Erwin
6481,USC00402989,37062,Fairview
6482,USC00403040,37367,Pikeville
6483,USC00403074,37334,Fayetteville
6484,USC00403280,37064,Franklin
6485,USC00403370,38562,Gainesboro
6486,USC00403420,37738,Gatlinburg
6487,USC00403447,38139,Germantown
6488,USC00403465,37090,Lebanon
6489,USC00403636,37072,Goodlettsville
6490,USC00403679,37743,Greeneville
6491,USC00403938,37074,Hartsville
6492,USC00404033,38366,Pinson
6493,USC00404223,38462,Hohenwald
6494,USC00404417,38344,Huntingdon
6495,USC00404561,38301,Jackson
6496,USC00404567,38301,Jackson
6497,USC00404568,38305,Jackson
6498,USC00404590,38556,Jamestown
6499,USC00404613,37760,Jefferson
6500,USC00404771,38233,Kenton
6501,USC00404858,37660,Kingsport
6502,USC00404871,37748,Harriman
6503,USC00404876,37082,Kingston
6504,USC00404946,37777,Louisville
6505,USC00404987,37083,Lafayette
6506,USC00405035,38569,Lancaster
6507,USC00405040,37770,Lancing
6508,USC00405085,38464,Lawrenceburg
6509,USC00405089,38464,Lawrenceburg
6510,USC00405108,37087,Lebanon
6511,USC00405118,37031,Castalian
6512,USC00405158,37774,Loudon
6513,USC00405187,37091,Lewisburg
6514,USC00405210,38351,Lexington
6515,USC00405214,38351,Lexington
6516,USC00405278,37096,Linden
6517,USC00405327,38570,Livingston
6518,USC00405332,38570,Livingston
6519,USC00405358,37097,Lobelville
6520,USC00405431,37350,Lookout
6521,USC00405525,37352,Lynchburg
6522,USC00405595,37355,Manchester
6523,USC00405681,38237,Martin
6524,USC00405882,37110,McMinnville
6525,USC00405956,38018,Cordova
6526,USC00405966,38104,Memphis
6527,USC00406012,38358,Milan
6528,USC00406162,37356,Monteagle
6529,USC00406170,38574,Monterey
6530,USC00406180,37029,Burns
6531,USC00406271,37813,Morristown
6532,USC00406272,37814,Morristown
6533,USC00406274,38057,Moscow
6534,USC00406292,37683,Mountain
6535,USC00406308,37096,Linden
6536,USC00406328,37738,Gatlinburg
6537,USC00406330,38320,Camden
6538,USC00406340,38401,Columbia
6539,USC00406371,37130,Murfreesboro
6540,USC00406374,37129,Murfreesboro
6541,USC00406403,37214,Nashville
6542,USC00406435,37174,Spring
6543,USC00406471,38059,Newbern
6544,USC00406493,37762,Jellico
6545,USC00406534,37821,Newport
6546,USC00406619,37705,Andersonville
6547,USC00406803,37075,Hendersonville
6548,USC00406806,37138,Old
6549,USC00406829,37841,Oneida
6550,USC00406861,37141,Orlinda
6551,USC00406977,38242,Paris
6552,USC00407015,38329,Decaturville
6553,USC00407141,38577,Pall
6554,USC00407184,37367,Pikeville
6555,USC00407359,37148,Portland
6556,USC00407369,37043,Clarksville
6557,USC00407459,38478,Pulaski
6558,USC00407710,38063,Ripley
6559,USC00407808,38581,Rock
6560,USC00407834,37854,Rockwood
6561,USC00407884,37857,Rogersville
6562,USC00408065,38261,Union
6563,USC00408108,38372,Savannah
6564,USC00408160,38375,Selmer
6565,USC00408179,37764,Kodak
6566,USC00408184,37375,Sewanee
6567,USC00408242,37160,Shelbyville
6568,USC00408246,37160,Shelbyville
6569,USC00408405,37166,Smithville
6570,USC00408414,37167,Smyrna
6571,USC00408445,37379,Soddy
6572,USC00408450,38068,Somerville
6573,USC00408522,38583,Sparta
6574,USC00408540,37381,Spring
6575,USC00408562,37172,Springfield
6576,USC00408609,37184,Watertown
6577,USC00408868,37879,Tazewell
6578,USC00408886,37385,Tellico
6579,USC00408916,37175,Stewart
6580,USC00408953,37174,Spring
6581,USC00409065,37882,Townsend
6582,USC00409155,37388,Tullahoma
6583,USC00409219,38261,Union
6584,USC00409431,37221,Nashville
6585,USC00409434,37183,Wartrace
6586,USC00409481,37184,Watertown
6587,USC00409492,37185,Waverly
6588,USC00409493,37101,Mc
6589,USC00409502,38485,Waynesboro
6590,USC00409691,37397,Whitwell
6591,USC00409709,37048,Cottontown
6592,USC00409800,37398,Winchester
6593,USC00409866,37149,Readyville
6594,USC00410012,79311,Abernathy
6595,USC00410013,79602,Abilene
6596,USC00410025,78072,Tilden
6597,USC00410040,76943,Ozona
6598,USC00410071,79092,Vega
6599,USC00410120,76430,Albany
6600,USC00410129,76126,Fort
6601,USC00410144,78332,Alice
6602,USC00410157,79011,Briscoe
6603,USC00410174,79830,Alpine
6604,USC00410190,75925,Alto
6605,USC00410202,76009,Alvarado
6606,USC00410204,77511,Alvin
6607,USC00410206,76225,Alvord
6608,USC00410225,78840,Del
6609,USC00410235,77514,Anahuac
6610,USC00410246,78633,Georgetown
6611,USC00410248,79714,Andrews
6612,USC00410257,77515,Angleton
6613,USC00410262,75409,Anna
6614,USC00410268,79501,Anson
6615,USC00410271,76458,Jacksboro
6616,USC00410297,76622,Aquilla
6617,USC00410305,77990,Tivoli
6618,USC00410313,76351,Archer
6619,USC00410337,76006,Arlington
6620,USC00410345,78338,Armstrong
6621,USC00410394,79502,Aspermont
6622,USC00410404,75751,Athens
6623,USC00410408,75551,Atlanta
6624,USC00410431,78719,Austin
